festival_wikidata_id,festival_name,festival_type,destination_wikidata_id,destination_name,start_date,end_date,inception
Q19736205,Q19736205,festival,Q668,India,,,
Q63526674,Q63526674,festival,Q38,Italy,,,
Q28687631,Ennichisai,festival,Q252,Indonesia,,,
Q118383638,Q118383638,festival,Q28,Hungary,,,2011-01-01T00:00:00Z
Q56323566,Corteggio storico,festival,Q38,Italy,,,
Q113564158,Q113564158,festival,Q28,Hungary,,,
Q60366965,Kurala Panchami,festival,Q668,India,,,
Q85770548,Jakarta International Literary Festival,festival,Q252,Indonesia,,,2019-01-01T00:00:00Z
Q26721262,Zsámbék Summer Theatre and Festival,festival,Q28,Hungary,,,1995-01-01T00:00:00Z
Q95589843,Festival del Teatro Patologico,festival,Q38,Italy,,,
Q63430531,Global Chess Festival,festival,Q28,Hungary,,,
Q61037369,Festival del Viaggio,festival,Q38,Italy,,,2006-01-01T00:00:00Z
Q48725466,Jackfruit Festival,festival,Q668,India,,,
Q97482010,Shaghayegh Kalposh Plain Festival,festival,Q794,Iran,,,
Q30637839,Sunny Side Up Tropical Festival,festival,Q252,Indonesia,,,2014-01-01T00:00:00Z
Q31173658,Q31173658,festival,Q252,Indonesia,,,
Q48806384,Rock Targato Italia,festival,Q38,Italy,,,
Q115069039,Bada Osha,festival,Q668,India,,,
Q109981193,San Gio' Verona Video Festival,festival,Q38,Italy,,,
Q21013223,Palazzolo Digital Festival,festival,Q38,Italy,2012-01-01T00:00:00Z,,
Q108701707,Internet Festival,festival,Q38,Italy,,,
Q43085956,Short Theatre,festival,Q38,Italy,,,
Q122853905,Q122853905,festival,Q27,Ireland,,,
Q123998626,Sundarban Kristi Mela o Loko Sanskriti Utsab,festival,Q668,India,,,
Q30623004,Soma Festival,festival,Q27,Ireland,,,
Q112692428,Q112692428,festival,Q38,Italy,,,1975-01-01T00:00:00Z
Q97342819,Q97342819,festival,Q28,Hungary,,,2015-01-01T00:00:00Z
Q12814850,Q12814850,festival,Q28,Hungary,,,2010-01-01T00:00:00Z
Q136600665,Phawangkut,festival,Q668,India,,,
Q131555116,Q131555116,festival,Q38,Italy,,,
Q1187361,Bologna Motor Show,recurring event,Q38,Italy,,,1976-01-01T00:00:00Z
Q137958069,Q137958069,festival,Q27,Ireland,1996-01-01T00:00:00Z,,
Q13092254,Brokohan,ceremony,Q252,Indonesia,,,
Q116851590,Q116851590,discothèque,Q28,Hungary,,,1996-03-01T00:00:00Z
Q106280971,Q106280971,discothèque,Q252,Indonesia,,,1933-01-01T00:00:00Z
Q136933916,Basavanagudi Kadalekai Parishe (2025),festival,Q668,India,,,
Q104836203,Festa e Fiera di Santa Maria della Lizza,party,Q38,Italy,,,
Q550430,Gen Con,recurring event,Q6346,Indianapolis,1968-01-01T00:00:00Z,,1968-01-01T00:00:00Z
Q115498546,Thanksgiving ceremony for upgrading Bavar-373,ceremony,Q794,Iran,,,
Q139714127,Festa della Perdonanza,party,Q38,Italy,,,
Q136398922,Rantia Baras,festival,Q668,India,,,
Q134487457,Borobudur Vesak Lantern Festival,festival,Q252,Indonesia,,,1929-01-01T00:00:00Z
Q124253774,Volcano Club,discothèque,Q252,Indonesia,,,
Q121029169,Everyone Has a Name,ceremony,Q801,Israel,,,
Q5641261,Haldi Kumkum,ceremony,Q668,India,,,
Q6382557,Keddaso,party,Q668,India,,,
Q137958964,Q137958964,festival,Q27,Ireland,,,2024-01-01T00:00:00Z
Q116851592,Q116851592,discothèque,Q28,Hungary,,,
Q116851509,Q116851509,discothèque,Q28,Hungary,,,2000-01-01T00:00:00Z
Q57981141,Leut,ceremony,Q252,Indonesia,,,
Q136702217,Q136702217,festival,Q38,Italy,,,1994-01-01T00:00:00Z
Q83710123,Papeete Beach,discothèque,Q38,Italy,,,
Q109334637,Lulo Sangia,ceremony,Q252,Indonesia,,,
Q12521717,Tiwah,party,Q252,Indonesia,,,
Q116286589,IDF chiefs of Staff change of command ceremony,ceremony,Q801,Israel,,,
Q136759957,9th Malleshwaram Kadalekai Parishe (2025),festival,Q668,India,,,
Q138977692,Maa Parv,festival,Q668,India,,,2015-01-01T00:00:00Z
Q116851523,Q116851523,discothèque,Q28,Hungary,,,1997-02-14T00:00:00Z
Q108099976,Usaba Dimel,ceremony,Q252,Indonesia,,,
Q13095105,Midodaren,ceremony,Q252,Indonesia,,,
Q137948139,Q137948139,festival,Q38,Italy,,,
Q4009443,Velvet,discothèque,Q38,Italy,,,1989-01-01T00:00:00Z
Q3905504,Piper Club,discothèque,Q38,Italy,,,1965-02-17T00:00:00Z
Q587177,Baia Imperiale,discothèque,Q38,Italy,,,1975-01-01T00:00:00Z
Q116851505,Q116851505,discothèque,Q28,Hungary,,,1995-10-13T00:00:00Z
Q131709321,Gangireddu (Decorated Bull),festival,Q668,India,,,
Q3944237,Sabato fascista,party,Q38,Italy,,,
Q3739491,Faradda di li candareri,party,Q38,Italy,,,
Q17194409,Mecaru,ceremony,Q252,Indonesia,,,
Q135644854,Q135644854,festival,Q1008,Ivory Coast,,,2006-01-01T00:00:00Z
Q135828112,Q135828112,party,Q38,Italy,,,
Q133871646,Roja Fakuwa,festival,Q668,India,,,
Q116851620,Q116851620,discothèque,Q28,Hungary,,,
Q80949,April Fools' Day,recurring event,Q189,Iceland,1564-01-01T00:00:00Z,,
Q7959468,Wagah-Attari border ceremony,ceremony,Q668,India,,,1959-01-01T00:00:00Z
Q6993914,Colosseum Club,discothèque,Q801,Israel,,,1975-01-01T00:00:00Z
Q3708591,Diotto,party,Q38,Italy,,,
Q2928768,La Bussola,discothèque,Q38,Italy,,,1955-01-01T00:00:00Z
Q97455494,Usaba Dangsil,ceremony,Q252,Indonesia,,,
Q12473228,Badewa,ceremony,Q252,Indonesia,,,
Q13095413,Ngerik,ceremony,Q252,Indonesia,,,
Q6898689,Mondei,party,Q668,India,,,
Q80949,April Fools' Day,recurring event,Q38,Italy,1564-01-01T00:00:00Z,,
Q3681996,Cocoricò,discothèque,Q38,Italy,,,1989-01-01T00:00:00Z
Q31367913,Q31367913,ceremony,Q668,India,,,
Q135274167,Bathukamma,festival,Q668,India,,,
Q81610,Mr Gay World,recurring event,Q28,Hungary,,,2009-01-01T00:00:00Z
Q80949,April Fools' Day,recurring event,Q27,Ireland,1564-01-01T00:00:00Z,,
Q136721504,Q136721504,ceremony,Q252,Indonesia,,,
Q12407714,Israeli Independence Day ceremony,ceremony,Q801,Israel,,,
Q3207028,La Capannina,discothèque,Q38,Italy,,,1929-01-01T00:00:00Z
Q19409,Hong Kong Film Awards,recurring event,Q8646,Hong Kong,1982-01-01T00:00:00Z,,1982-01-01T00:00:00Z
Q138634599,Q138634599,festival,Q1008,Ivory Coast,,,2008-01-01T00:00:00Z
Q470419,Q470419,recurring event,Q28,Hungary,,,
Q132650050,"Ambassador David Friedman and PM Benjamin Netanyahu visit to USS Ross, Port of Ashdod, October 2018",ceremony,Q801,Israel,,,
Q132080463,Q132080463,party,Q38,Italy,,,
Q13095713,Panggih,ceremony,Q252,Indonesia,,,
Q804457,Baklahorani,recurring event,Q406,Istanbul,,,2010-01-01T00:00:00Z
Q4884876,Belvedere House and Gardens,English country house,Q27,Ireland,,,
Q138744640,The Wellness Carnival,festival,Q668,India,,,
Q3949256,Santa Tecla (club),discothèque,Q38,Italy,,,
Q81610,Mr Gay World,recurring event,Q252,Indonesia,,,2009-01-01T00:00:00Z
Q118947258,Pidakala War,party,Q668,India,,,
Q138008939,Q138008939,festival,Q27,Ireland,,,
Q137796949,Jaipur Literature Festival 2026,festival,Q668,India,,,
Q13092031,Bebali,ceremony,Q252,Indonesia,,,
Q136379143,Q136379143,festival,Q1008,Ivory Coast,,,2025-04-20T00:00:00Z
Q138666650,Q138666650,ceremony,Q1008,Ivory Coast,2014-01-01T00:00:00Z,,
Q16163709,Alcatraz,discothèque,Q38,Italy,,,1997-01-01T00:00:00Z
Q81610,Mr Gay World,recurring event,Q38,Italy,,,2009-01-01T00:00:00Z
Q48735009,Chhattisgarh Rajyotsav,ceremony,Q668,India,,,
Q139791344,Q139791344,festival,Q801,Israel,,,2022-01-01T00:00:00Z
Q139936502,Digital Security Festival,festival,Q38,Italy,,,2019-01-01T00:00:00Z
Q81610,Mr Gay World,recurring event,Q27,Ireland,,,2009-01-01T00:00:00Z
Q131198847,"Inauguration of the Makom BaLev memorial, Ashdod",ceremony,Q801,Israel,,,
Q109803885,Opening ceremony of the first Knesset,ceremony,Q801,Israel,,,
Q48807892,Q48807892,discothèque,Q38,Italy,,,1979-01-01T00:00:00Z
Q114968397,Plastic Club,discothèque,Q38,Italy,,,
Q1274953,EICMA,recurring event,Q38,Italy,,,1914-05-03T00:00:00Z
Q25410252,Q25410252,discothèque,Q38,Italy,,,
Q13092045,Bekakak,ceremony,Q252,Indonesia,,,
Q132802639,Q132802639,festival,Q252,Indonesia,,,
Q5068768,Chalio,party,Q668,India,,,
Q17199583,Bukakak,ceremony,Q252,Indonesia,,,
Q136122140,Festival delle Libertà Digitali,festival,Q38,Italy,,,2009-01-01T00:00:00Z
Q137862840,Q137862840,festival,Q252,Indonesia,,,
Q373713,L'Eroica,recurring event,Q38,Italy,,,1997-01-01T00:00:00Z
Q113657661,Red Zone Club,discothèque,Q38,Italy,,,
Q12498656,Miya,ceremony,Q252,Indonesia,,,
Q65663280,Pesta Srada,ceremony,Q252,Indonesia,,,
Q138010069,Q138010069,festival,Q1008,Ivory Coast,,,2022-05-01T00:00:00Z
Q138041518,Ceremony of the Selamlik,ceremony,Q406,Istanbul,,,1890-01-01T00:00:00Z
Q3958383,Settimana santa di Ispica,party,Q38,Italy,,,
Q25487937,declaration of Israeli independence,ceremony,Q801,Israel,,,
Q41686878,Sindur Khela,ceremony,Q668,India,,,
Q19671825,Q19671825,discothèque,Q38,Italy,,,
Q13096970,Sepasaran,ceremony,Q252,Indonesia,,,
Q81610,Mr Gay World,recurring event,Q668,India,,,2009-01-01T00:00:00Z
Q124328397,Ram Mandir Prana Pratishtha,ceremony,Q668,India,,,
Q6635912,Q6635912,discothèque,Q801,Israel,,,1987-01-01T00:00:00Z
Q6346722,Kagyed,party,Q668,India,,,
Q134293383,Krishnabai Utsav,festival,Q668,India,,,
Q30601521,Goa Arts and Literature Festival,ceremony,Q668,India,,,
Q47008864,Space Electronic Firenze,discothèque,Q38,Italy,,,1969-02-27T00:00:00Z
Q138645756,Q138645756,festival,Q1008,Ivory Coast,,,2019-01-01T00:00:00Z
Q55589765,Gilda Club,discothèque,Q38,Italy,,,1987-01-01T00:00:00Z
Q3844193,mamuthone,party,Q38,Italy,,,
Q85820567,Q85820567,party,Q38,Italy,,,
Q136122216,Basilicata Wiki Fest,festival,Q38,Italy,,,2021-01-01T00:00:00Z
Q648132,Prix Italia,recurring event,Q38,Italy,,,1949-01-01T00:00:00Z
Q13095481,Nyatus,ceremony,Q252,Indonesia,,,
Q116851599,Q116851599,discothèque,Q28,Hungary,,,1991-01-01T00:00:00Z
Q106511747,Pennant to the Fallen,ceremony,Q801,Israel,,,
Q3633448,Ballo dei diavoli,party,Q38,Italy,,,
Q4071451,Kha b'Nissan,party,Q794,Iran,,,
Q4071451,Kha b'Nissan,party,Q796,Iraq,,,
Q24247399,Q24247399,party,Q38,Italy,,,
Q3637123,Baìo,party,Q38,Italy,,,
Q21707398,Q21707398,party,Q38,Italy,,,
Q126182919,Q126182919,ceremony,Q801,Israel,,,
Q23689139,Torgya,party,Q668,India,,,
Q111917713,"Opening session of the 7th Knesset, 1969",ceremony,Q801,Israel,,,
Q17195088,Ngempugin,ceremony,Q252,Indonesia,,,
Q131831137,Yair Nitzani receiving the title of Honorary Scientist,ceremony,Q801,Israel,,,
Q56392653,Larungan Risalah Doa,ceremony,Q252,Indonesia,,,
Q12984301,Q12984301,ceremony,Q668,India,,,
Q69372573,Lukat Geni,ceremony,Q252,Indonesia,,,
Q2903568,Billionaire,discothèque,Q38,Italy,,,2005-01-01T00:00:00Z
Q16964039,Gorehabba,party,Q668,India,,,
Q138643827,International Kite Festival,festival,Q38,Italy,,,1981-01-01T00:00:00Z
Q136722637,Q136722637,ceremony,Q252,Indonesia,,,
Q1024372,Q1024372,recurring event,Q38,Italy,,,
Q1152140,Marriage of the Sea ceremony,ceremony,Q38,Italy,,,
Q7071224,Nyokum,party,Q668,India,,,
Q13196173,Fistinu,party,Q38,Italy,,,
Q17017832,Delhi Republic Day parade,recurring event,Q668,India,,,1950-01-26T00:00:00Z
Q5522281,Garden Party,recurring event,Q27,Ireland,,,2006-01-01T00:00:00Z
Q17064752,Khairatabad Ganesh,recurring event,Q668,India,,,
Q1105963,Kecskemét Air Show,recurring event,Q28,Hungary,,,
Q7287106,Rally of the Lakes,recurring event,Q27,Ireland,,,1979-01-01T00:00:00Z
Q6802890,Mae-Dam-Mae-Phi,recurring event,Q668,India,,,
Q13157160,Corn Uí Riada,recurring event,Q27,Ireland,,,
Q5310979,Dublin Theatre Festival,recurring event,Q27,Ireland,,,
Q7969890,Warpcon,recurring event,Q27,Ireland,,,1991-01-01T00:00:00Z
Q137767146,"Chief Military Police Officer change of command ceremony, 2025",ceremony,Q801,Israel,,,
Q12482909,Jakarta Great Sale Festival,recurring event,Q252,Indonesia,,,
Q617378,Worldcon,recurring event,Q27,Ireland,,,1939-01-01T00:00:00Z
Q16129946,World Congress of Jewish Studies,recurring event,Q801,Israel,,,
Q6020036,Wings India,recurring event,Q668,India,,,2008-01-01T00:00:00Z
Q22906209,Krishna Pushkaralu,recurring event,Q668,India,,,
Q21099719,Mahamaham,recurring event,Q668,India,,,
Q3908551,Porretta Soul Festival,recurring event,Q38,Italy,,,1988-01-01T00:00:00Z
Q4855058,Bengaluru Karaga,recurring event,Q668,India,,,
Q1070962,Lucca Comics & Games,recurring event,Q38,Italy,,,1965-01-01T00:00:00Z
Q4765082,Animation-Comic-Game Hong Kong,recurring event,Q8646,Hong Kong,,,1999-01-01T00:00:00Z
Q7586372,Srijan,recurring event,Q668,India,,,
Q4829513,Nihon no Matsuri,recurring event,Q252,Indonesia,2007-01-01T00:00:00Z,,2007-01-01T00:00:00Z
Q16996002,Houstoncon,recurring event,Q16555,Houston,,,1967-01-01T00:00:00Z
Q13628754,Baresahariya Bhaona,recurring event,Q668,India,,,1797-01-01T00:00:00Z
Q15699373,Godavari Maha Pushkaram,recurring event,Q668,India,,,
Q13157876,Q13157876,recurring event,Q27,Ireland,,,
Q3853891,Meeting for friendship among peoples,recurring event,Q38,Italy,1980-01-01T00:00:00Z,,1980-01-01T00:00:00Z
Q23791036,55th Venice Biennale,recurring event,Q38,Italy,2013-06-01T00:00:00Z,2013-11-24T00:00:00Z,
Q5295611,Donegal International Rally,recurring event,Q27,Ireland,,,
Q22908798,Sindhu Pushkaram,recurring event,Q668,India,,,
Q7069037,Numaish,recurring event,Q668,India,,,1938-01-01T00:00:00Z
Q22908514,Sarasvati Pushkaram,recurring event,Q668,India,,,
Q19894876,Odisha Solar Conference,recurring event,Q668,India,,,2012-01-01T00:00:00Z
Q662829,Eurocon,recurring event,Q28,Hungary,,,1972-01-01T00:00:00Z
Q7564977,Soundtrack '08,recurring event,Q27,Ireland,,,2008-01-01T00:00:00Z
Q3722420,Italian general election,recurring event,Q38,Italy,,,
Q3782780,Earagail Arts Festival,recurring event,Q27,Ireland,,,1988-01-01T00:00:00Z
Q3855718,Q3855718,recurring event,Q38,Italy,,,2004-01-01T00:00:00Z
Q6124460,Jakarta Fashion Week,recurring event,Q252,Indonesia,,,2008-01-01T00:00:00Z
Q4854733,Bandung Berisik,recurring event,Q252,Indonesia,,,1995-01-01T00:00:00Z
Q5655482,Hard Working Class Heroes,recurring event,Q27,Ireland,,,2003-01-01T00:00:00Z
Q19895155,Patliputra Natya Mahotsav,recurring event,Q668,India,,,1985-01-01T00:00:00Z
Q19895159,Patna Sahib Mahotsav,recurring event,Q668,India,,,2008-01-01T00:00:00Z
Q20422823,Arba'een Pilgrimage,recurring event,Q796,Iraq,,,
Q1473135,Ünnepi Könyvhét,recurring event,Q28,Hungary,,,1929-01-01T00:00:00Z
Q3005611,International Kite Festival in Gujarat – Uttarayan,recurring event,Q668,India,,,
Q7077014,Octocon,recurring event,Q27,Ireland,,,1990-01-01T00:00:00Z
Q662829,Eurocon,recurring event,Q38,Italy,,,1972-01-01T00:00:00Z
Q11351906,International Competition “Valsesia Musica”,recurring event,Q38,Italy,1981-01-01T00:00:00Z,,
Q3348778,International Kolkata Book Fair,recurring event,Q668,India,1976-01-01T00:00:00Z,,1976-01-01T00:00:00Z
Q20046372,Music Fest Perugia,recurring event,Q38,Italy,,,2006-01-01T00:00:00Z
Q6692029,Lovebox Dublin,recurring event,Q27,Ireland,,,2007-01-01T00:00:00Z
Q662829,Eurocon,recurring event,Q27,Ireland,,,1972-01-01T00:00:00Z
Q20012080,Rally di Roma Capitale,recurring event,Q38,Italy,,,
Q7798281,Thrissur Pooram Exhibition,recurring event,Q668,India,,,
Q1125354,Q1125354,recurring event,Q28,Hungary,,,
Q24946759,Kerala Fashion League,recurring event,Q668,India,2015-01-01T00:00:00Z,,2015-01-01T00:00:00Z
Q7250378,Propose Day,recurring event,Q668,India,,,
Q3586557,Italian presidential elections,recurring event,Q38,Italy,,,
Q3635091,Vat Purnima,recurring event,Q668,India,,,
Q17038407,Sha Tin Trophy,recurring event,Q8646,Hong Kong,1978-10-07T00:00:00Z,,1978-01-01T00:00:00Z
Q17332549,BOSM,recurring event,Q668,India,,,
Q1353202,Wiki Loves Monuments,recurring event,Q38,Italy,,,2010-01-01T00:00:00Z
Q1469301,Q1469301,recurring event,Q28,Hungary,,,2009-01-01T00:00:00Z
Q3595695,Puli Kali,recurring event,Q668,India,,,1886-01-01T00:00:00Z
Q6008722,InConJunction,recurring event,Q6346,Indianapolis,,,1981-01-01T00:00:00Z
Q22906181,Komikazen,recurring event,Q38,Italy,,,2005-01-01T00:00:00Z
Q6745431,Mamankam festival,recurring event,Q668,India,,,
Q5894753,Hong Kong International Lighting Fair,recurring event,Q8646,Hong Kong,,,
Q16250045,Indian Army Day,recurring event,Q668,India,,,
Q8422162,Hong Kong 1 July marches,recurring event,Q8646,Hong Kong,,,2003-01-01T00:00:00Z
Q5424333,FAI Cup Final,recurring event,Q27,Ireland,,,
Q12456876,Ujjain Simhastha,recurring event,Q668,India,,,
Q2747677,Chitra Vichitra Fair,recurring event,Q668,India,,,
Q1068874,A Symphony of Lights,recurring event,Q8646,Hong Kong,,,
Q7580485,Spring Fest,recurring event,Q668,India,,,1960-01-01T00:00:00Z
Q5473422,Fossavatnsgangan,recurring event,Q189,Iceland,,,1935-01-01T00:00:00Z
Q25345632,ATMOS,recurring event,Q668,India,,,
Q22908572,Ganga Pushkaram,recurring event,Q668,India,,,
Q24590470,International Civil Engineering Symposium,recurring event,Q668,India,,,
Q6052829,International Sabancı Theater Festival,recurring event,Q406,Istanbul,1999-01-01T00:00:00Z,,1999-01-01T00:00:00Z
Q6735005,Mahurat trading,recurring event,Q668,India,,,
Q3361439,palio of Legnano,recurring event,Q38,Italy,,,
Q5091429,Chennai Book Fair,recurring event,Q668,India,1977-12-14T00:00:00Z,,1977-01-01T00:00:00Z
Q16869136,Art Jog,recurring event,Q252,Indonesia,2008-01-01T00:00:00Z,,
Q18155396,Midburn,recurring event,Q801,Israel,,,2014-01-01T00:00:00Z
Q25313319,Asia New Star Model Festival - Face of India,recurring event,Q668,India,,,
Q891526,Bologna Children's Book Fair,recurring event,Q38,Italy,,,1963-01-01T00:00:00Z
Q3945748,Terra Madre Salone del Gusto,recurring event,Q38,Italy,1996-01-01T00:00:00Z,,1996-01-01T00:00:00Z
Q10859603,International Iran Air Show,recurring event,Q794,Iran,,,2002-01-01T00:00:00Z
Q17068401,Lakme Fashion Week,recurring event,Q668,India,,,1999-01-01T00:00:00Z
Q7111889,Outburst Queer Arts Festival Belfast,recurring event,Q27,Ireland,,,
Q17143301,Ziggurat Con,recurring event,Q796,Iraq,2007-01-01T00:00:00Z,,2007-01-01T00:00:00Z
Q13121950,Nashik-Trimbakeshwar Simhastha,recurring event,Q668,India,,,
Q5151748,Comic Con India,recurring event,Q668,India,2011-01-01T00:00:00Z,,2011-01-01T00:00:00Z
Q16931036,Budapest Fashion Week,recurring event,Q28,Hungary,,,
Q22909850,Yamuna Pushkaram,recurring event,Q668,India,,,
Q5594718,Grand Kerala Shopping Festival,recurring event,Q668,India,,,2007-01-01T00:00:00Z
Q5457769,Flat Lake Festival,recurring event,Q27,Ireland,,,2007-01-01T00:00:00Z
Q4780260,ApolloCon,recurring event,Q16555,Houston,,,2004-01-01T00:00:00Z
Q6414080,Kinnernet,recurring event,Q801,Israel,,,
Q3811125,Scoil Gheimhridh Frankie Kennedy,recurring event,Q27,Ireland,,,1994-12-01T00:00:00Z
Q11243436,Yadnya Kasada,recurring event,Q252,Indonesia,,,
Q17082209,Patna Book Fair,recurring event,Q668,India,1985-01-01T00:00:00Z,,1985-01-01T00:00:00Z
Q22907886,Pranahita Pushkaralu,recurring event,Q668,India,,,
Q6422821,KnockanStockan,recurring event,Q27,Ireland,,,2007-01-01T00:00:00Z
Q25312991,Ritambhara,recurring event,Q668,India,,,
Q25211957,Vijyoshi,recurring event,Q668,India,,,
Q17130616,Tullamore Show,recurring event,Q27,Ireland,,,
Q5170741,Cork 20 Rally,recurring event,Q27,Ireland,,,
Q22907172,Narmada Pushkaram,recurring event,Q668,India,,,
Q5135046,Clonmel Junction Festival,recurring event,Q27,Ireland,,,2001-01-01T00:00:00Z
Q3639261,Beyond Media,recurring event,Q38,Italy,,,
Q17052473,Engifest,recurring event,Q668,India,1974-01-01T00:00:00Z,,
Q1177769,Q1177769,recurring event,Q28,Hungary,,,2006-01-01T00:00:00Z
Q3686565,Q3686565,recurring event,Q38,Italy,,,
Q5419384,"Excel, Model Engineering College",recurring event,Q668,India,,,
Q19899721,Etna Comics,recurring event,Q38,Italy,,,2011-01-01T00:00:00Z
Q7848818,"Tryst, IIT Delhi",recurring event,Q668,India,,,
Q17056437,Indore Fashion Week,recurring event,Q668,India,2012-01-01T00:00:00Z,,2012-01-01T00:00:00Z
Q4765143,Anime Festival Asia,recurring event,Q252,Indonesia,2008-01-01T00:00:00Z,,
Q16979843,National Education Day,recurring event,Q668,India,,,
Q18394287,Thrissur Motor Show,recurring event,Q668,India,,,
Q5050564,Castlepalooza,recurring event,Q27,Ireland,,,2006-01-01T00:00:00Z
Q4869059,Bathow Puja,recurring event,Q668,India,,,
Q3605857,Adunata nazionale degli Alpini,recurring event,Q38,Italy,,,1920-01-01T00:00:00Z
Q4724588,Ali Aye Ligang,recurring event,Q668,India,,,
Q24948566,Abeyaantrix,recurring event,Q668,India,,,2011-01-01T00:00:00Z
Q5285200,Djakarta Artmosphere,recurring event,Q252,Indonesia,,,2009-01-01T00:00:00Z
Q8079596,Āhvān,recurring event,Q668,India,,,
Q17070924,Statesman Vintage & Classic Car Rally,recurring event,Q668,India,,,1964-01-01T00:00:00Z
Q15703133,Tungabhadra Pushkaralu,recurring event,Q668,India,,,
Q7129631,Pan Celtic Festival,recurring event,Q27,Ireland,1971-01-01T00:00:00Z,,1971-01-01T00:00:00Z
Q3804071,Italcon,recurring event,Q38,Italy,,,1972-01-01T00:00:00Z
Q3686090,Concerto del Primo Maggio,recurring event,Q38,Italy,,,
Q1162234,Magyar Sziget,recurring event,Q28,Hungary,2001-01-01T00:00:00Z,,2001-01-01T00:00:00Z
Q18354408,Eximius,recurring event,Q668,India,,,
Q5894534,Hong Kong Fashion Week for Fall/Winter,recurring event,Q8646,Hong Kong,,,
Q16938401,India Telecom,recurring event,Q668,India,2006-01-01T00:00:00Z,,2006-01-01T00:00:00Z
Q22080139,Vijay Television Awards,recurring event,Q668,India,,,
